Gene	SJMMALZ058765_G1	SJMMALZ058766_G1	SJMMALZ058768_G1	SJMMALZ058769_G1	SJMMALZ058771_G1	SJMMALZ058772_G1	SJMMALZ058773_G1	SJMMALZ058774_G1	SJMMALZ058775_G1	SJMMALZ058776_G1	SJMMALZ058778_G1	SJMMALZ058779_G1	SJMMALZ058780_G1	SJMMALZ058781_G1	SJMMALZ058782_G1
ENSMUSG00000031709	22123	27061	29023	27286	17839	22950	19344	21574	32270	30784	16752	21381	20329	19796	14986
ENSMUSG00000031708	46081	46939	59746	65009	34604	41635	40896	52270	50205	69270	35428	57300	56988	55161	34502
ENSMUSG00000031706	6401	6202	6872	10246	3699	4776	5676	5007	6197	8488	4524	7215	5530	5661	3897
ENSMUSG00000033963	17	23	30	49	10	34	19	11	24	39	5	32	26	12	20
ENSMUSG00000031703	37522	43802	50177	39998	28502	39145	31421	36298	41294	51488	26837	43180	36287	38067	24784
ENSMUSG00000033964	2853	3378	3567	3547	2136	2670	2274	2554	3156	4132	1927	3798	2722	3434	1733
ENSMUSG00000033965	6782	10363	9871	14083	4643	6944	6704	5401	14304	10167	6958	9191	6981	7222	4932
ENSMUSG00000031701	31048	32140	38622	35069	22127	29557	24008	29514	31258	39949	21300	34899	29101	30539	20145
ENSMUSG00000033966	2624	3338	3489	2982	2071	2654	2140	2130	3184	3114	2094	2947	2165	2317	1703
ENSMUSG00000033967	217	133	216	256	170	154	194	351	300	362	94	232	199	181	122
ENSMUSG00000031700	9897	11565	11943	13447	5530	7230	8621	8068	9055	13540	6178	12709	10920	11303	6054
ENSMUSG00000024063	7936	7015	8441	9429	5207	6522	7089	7610	7820	12184	4408	12669	8264	11631	4925
ENSMUSG00000070541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024065	17999	23180	23697	27103	13585	16801	15314	15034	14423	24494	14004	19556	19134	19393	12479
ENSMUSG00000024064	3253	2959	3686	3828	2499	3087	3157	2654	3164	4838	1508	3298	3252	2990	1919
ENSMUSG00000033960	36187	32515	37404	32407	20334	28276	23853	21913	26405	36475	18735	31966	24808	27108	16223
ENSMUSG00000070544	12916	14803	16394	13326	8473	11361	9909	10350	12121	14797	7615	14141	11531	12536	7275
ENSMUSG00000033961	2152	1841	2374	2815	1203	1624	1727	1705	2631	2616	1278	2385	1795	1950	1099
ENSMUSG00000070547	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000070546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024067	1942	2150	2864	2889	1456	1968	1824	2053	2634	2924	1516	2520	2248	2322	1380
ENSMUSG00000024066	1426	2173	3124	2317	821	1345	1387	1255	1481	2252	1087	2013	2058	2027	1088
ENSMUSG00000024069	1502	1578	2074	1942	1027	1518	1407	1389	1862	2138	1067	1945	1466	1597	896
ENSMUSG00000043230	23	33	30	53	7	26	17	10	45	72	8	12	1	14	11
ENSMUSG00000024068	7684	9498	10843	10228	5923	7964	7194	7179	8906	11175	5588	8900	7430	8587	4900
ENSMUSG00000043248	335	295	337	424	142	244	175	153	261	307	240	531	225	188	205
ENSMUSG00000091109	0	0	2	4	1	2	0	6	6	3	0	6	1	12	1
ENSMUSG00000091108	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000091107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091106	0	0	2	7	1	0	0	0	0	1	2	0	0	1	0
ENSMUSG00000091105	18	15	20	18	15	21	5	12	22	16	6	16	8	11	9
ENSMUSG00000091104	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000091103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091102	128	87	159	152	103	95	113	108	147	159	93	120	115	139	88
ENSMUSG00000036606	11481	13744	13296	18589	6953	9398	10484	10901	20439	22470	8743	19792	13058	16202	7127
ENSMUSG00000091101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091100	17	5	24	9	3	3	7	10	7	7	9	6	14	9	8
ENSMUSG00000033955	18707	25667	23007	30598	13315	16050	15791	15409	16499	23336	14450	19069	19878	17155	12700
ENSMUSG00000033952	31	39	60	31	12	31	34	37	59	84	30	78	24	77	28
ENSMUSG00000033953	137416	155909	183583	146996	99703	136320	104682	124895	125469	161486	94363	145281	116697	116343	90829
ENSMUSG00000087800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070511	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000024032	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024030	10235	9923	11083	9625	7073	9102	8822	9224	10673	12233	6501	12646	9049	11272	7089
ENSMUSG00000087802	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000036602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000024036	960	975	1146	1556	804	1224	868	958	1151	1747	868	1105	732	925	600
ENSMUSG00000043241	8803	11158	11749	10350	6509	9025	6657	8287	9468	12116	6006	10756	7377	9569	5290
ENSMUSG00000087808	2	0	7	1	6	0	7	2	12	9	18	5	7	1	1
ENSMUSG00000080065	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024034	7	4	11	2	2	2	1	2	1	16	1	4	8	1	0
ENSMUSG00000087806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024033	311	375	378	654	167	282	315	304	1508	498	304	657	210	186	244
ENSMUSG00000070519	845	981	1112	1339	582	758	942	962	1228	1801	721	1524	941	1176	532
ENSMUSG00000080069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024039	4783	5028	5669	6676	3053	3682	4822	3588	4666	5662	3324	4656	2820	4301	2859
ENSMUSG00000087809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024038	6891	6535	8172	9877	4442	6495	5985	6871	8365	9649	4909	8713	7045	6926	4670
ENSMUSG00000043243	471	568	475	791	218	317	406	353	377	604	333	500	387	351	260
ENSMUSG00000024037	4607	4669	5180	6273	2832	4004	3754	3723	4155	5779	2998	4873	3904	3917	2557
ENSMUSG00000043259	7133	9059	8252	10065	5026	6576	6325	5690	6562	9429	5326	8013	6442	6820	4584
ENSMUSG00000091117	0	4	0	0	0	0	0	0	1	0	0	0	1	1	0
ENSMUSG00000033949	685	600	865	805	560	748	994	829	1510	1375	511	2093	910	1695	652
ENSMUSG00000091116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091119	37	53	81	33	16	18	37	27	30	70	22	54	28	43	22
ENSMUSG00000080050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091118	185	232	276	314	146	168	187	133	168	278	197	226	155	165	128
ENSMUSG00000066500	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0
ENSMUSG00000091113	31	6	26	5	25	15	26	70	24	45	3	17	99	63	21
ENSMUSG00000091112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091115	6	0	5	6	3	0	0	0	0	11	0	3	9	1	0
ENSMUSG00000091114	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033948	3053	2498	2991	2667	1719	2358	2246	2578	2740	3742	1533	3102	2125	2370	1815
ENSMUSG00000091111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033943	5733	6219	7068	7081	4236	5507	4851	5500	6676	9193	3610	6754	5175	7131	3210
ENSMUSG00000091110	10	4	10	2	4	9	5	4	5	10	1	14	1	7	0
ENSMUSG00000070522	771	845	978	1038	443	845	670	714	923	1076	523	1147	664	752	516
ENSMUSG00000087810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033940	19298	21095	23042	27341	12870	18569	16405	15980	18623	26331	13653	22942	17496	16417	12346
ENSMUSG00000087811	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1
ENSMUSG00000070520	3260	3666	4139	4481	2459	3239	2649	2887	3831	4394	2260	3579	2831	3186	1783
ENSMUSG00000087812	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024041	24	8	6	19	1	2	17	6	24	14	12	24	5	32	1
ENSMUSG00000087813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024043	78	102	119	179	42	90	47	32	565	80	38	117	59	105	39
ENSMUSG00000087815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024042	2186	7028	2880	7028	1387	2663	3789	1802	1672	4271	2263	2831	2399	3350	2343
ENSMUSG00000087816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024045	17736	17100	20777	22203	11283	14252	15586	15798	17473	24128	10725	20567	15580	18372	9836
ENSMUSG00000087817	0	0	1	3	2	1	1	0	2	4	4	0	2	1	0
ENSMUSG00000024044	41573	37343	50984	38770	34123	39754	35061	45179	42238	52589	25529	46874	43363	47977	28009
ENSMUSG00000043251	1059	913	1293	1109	837	958	911	1230	1033	1411	701	1021	932	1004	734
ENSMUSG00000043252	8888	12115	11705	13240	5775	8965	6660	6154	9701	11608	6376	10045	8083	8093	5903
ENSMUSG00000070529	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087819	59	63	58	89	33	53	81	58	51	76	39	104	71	62	55
ENSMUSG00000080054	11	14	17	15	9	10	1	9	12	18	9	18	9	8	15
ENSMUSG00000070528	201	266	320	326	133	184	228	197	323	336	123	301	209	260	141
ENSMUSG00000080059	239	237	277	458	117	148	215	189	287	291	153	329	221	199	160
ENSMUSG00000024049	563	368	779	555	344	394	322	334	413	590	198	653	401	407	203
ENSMUSG00000070527	184	114	139	177	111	78	116	121	155	204	49	155	154	95	47
ENSMUSG00000024048	3470	3323	3583	4310	1844	2634	2494	2745	4249	4994	1920	4678	3477	3913	1892
ENSMUSG00000070526	8	6	8	12	1	5	4	7	11	31	3	6	6	22	5
ENSMUSG00000080057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043257	1255	1025	1487	1620	736	1078	1002	1124	1739	2026	861	1975	1204	1586	838
ENSMUSG00000070524	153	90	144	127	97	151	88	161	126	179	76	124	116	91	60
ENSMUSG00000091121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033933	7437	8564	8684	9650	4766	7093	6032	5883	7376	10543	4971	9115	6739	6161	4221
ENSMUSG00000091122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033931	3066	3194	3726	3459	2224	2733	2564	2658	3165	4187	2111	3524	2656	2913	1723
ENSMUSG00000091120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091123	0	0	4	0	0	0	0	6	4	1	0	2	1	0	0
ENSMUSG00000070570	220763	281653	288612	326055	169854	225426	189495	191673	177278	292267	177038	213607	206059	180481	163796
ENSMUSG00000091124	8	24	10	15	6	15	15	17	29	45	9	32	33	26	13
ENSMUSG00000091129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091127	133	78	165	163	83	126	113	130	242	203	91	203	156	130	70
ENSMUSG00000091128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033938	7100	6600	7567	10464	4768	6307	5760	6321	7086	9915	5085	8546	6967	7008	4787
ENSMUSG00000024019	2648	3159	3479	4237	2030	2706	2738	2557	2985	3980	2368	3299	2563	2735	1954
ENSMUSG00000024018	1385	1386	1703	1897	864	1159	1221	1191	1444	2061	852	1657	1303	1453	808
ENSMUSG00000024013	1071	1124	1278	1653	568	859	888	993	1332	2538	794	1703	1256	1552	625
ENSMUSG00000087829	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000024014	475	576	497	849	254	301	355	360	472	467	203	333	416	435	219
ENSMUSG00000087828	3	4	12	7	6	4	2	3	5	15	1	9	4	12	1
ENSMUSG00000024011	77	65	159	88	35	32	11	32	114	67	48	118	97	61	42
ENSMUSG00000024012	49790	58888	61649	79783	34813	46354	42617	41443	52793	65708	39495	58863	48401	43699	33979
ENSMUSG00000087826	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087825	0	1	4	1	6	4	3	1	0	7	0	1	4	1	8
ENSMUSG00000070572	680	595	680	1111	485	548	584	593	710	1074	490	928	693	686	527
ENSMUSG00000087823	2	1	7	8	9	11	3	4	3	23	1	5	1	2	1
ENSMUSG00000070574	3	4	12	19	12	3	3	19	12	9	1	19	16	10	14
ENSMUSG00000070576	9217	10565	8828	11547	5217	6511	7199	6201	5096	9143	6662	8514	7643	5765	5671
ENSMUSG00000087820	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000070577	23	9	5	2	5	5	13	10	7	17	1	8	9	13	4
ENSMUSG00000091130	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0
ENSMUSG00000091131	0	0	0	0	0	0	1	0	0	0	1	0	0	4	1
ENSMUSG00000091132	0	3	0	0	0	0	0	1	0	2	0	0	0	0	3
ENSMUSG00000091133	101	93	90	54	39	68	41	85	74	120	54	54	59	40	39
ENSMUSG00000091134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091136	14	3	6	42	2	10	7	8	7	13	1	12	1	10	2
ENSMUSG00000091137	0	1	0	3	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000091138	892	1002	1283	1483	823	1118	904	951	1557	1451	810	1142	1213	990	776
ENSMUSG00000080073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091139	19	11	16	11	12	1	3	6	2	16	2	30	11	6	3
ENSMUSG00000080071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080072	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000024026	11136	12052	13804	14215	7533	11045	9375	10254	13270	16002	8325	14599	10884	12053	7465
ENSMUSG00000024027	27	23	5	48	9	17	8	19	11	16	5	128	15	15	10
ENSMUSG00000024028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080078	411	453	541	497	275	415	320	475	464	683	237	455	343	494	161
ENSMUSG00000087838	0	0	1	2	0	1	0	0	1	0	4	8	1	5	0
ENSMUSG00000080076	0	1	2	1	1	1	1	1	0	5	2	2	4	6	0
ENSMUSG00000087835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087836	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000070583	849	925	856	792	585	778	573	817	876	899	464	795	707	884	495
ENSMUSG00000087831	2	0	0	0	0	3	0	0	1	0	0	0	0	1	0
ENSMUSG00000087830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091148	0	0	1	1	0	0	0	0	1	8	0	0	0	1	0
ENSMUSG00000091145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091144	68	66	76	101	35	103	86	79	108	168	34	136	96	126	37
ENSMUSG00000033910	17800	23774	28371	21798	13558	19968	14179	16766	24375	22951	15368	22042	16299	17804	11652
ENSMUSG00000091141	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000091142	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033918	2914	3002	3701	3601	2152	2889	2560	2900	3177	4140	1837	3678	2982	3080	1771
ENSMUSG00000091149	2	10	5	5	0	0	2	2	9	2	0	4	1	7	4
ENSMUSG00000033917	29491	32638	35310	36611	21855	28838	23741	26478	27862	36834	20248	31970	26013	24719	19993
ENSMUSG00000043207	5245	5302	5651	6328	3114	4385	4130	4174	5745	7271	3254	6772	4730	5795	2961
ENSMUSG00000033916	8586	8718	9761	11648	5376	7146	6931	6901	8519	10624	5568	10791	7771	8712	5308
ENSMUSG00000087849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091140	16	10	14	21	22	45	15	21	25	27	41	40	20	33	37
ENSMUSG00000087844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087845	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000070552	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000091156	106	109	111	97	54	63	95	97	121	154	42	139	92	116	50
ENSMUSG00000033902	15119	15123	17929	18711	9503	11092	12179	12375	12968	17040	9498	14401	13727	13991	8296
ENSMUSG00000091157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091158	4755	5377	4942	7697	2818	3646	4620	3856	3365	6149	3067	4882	4719	4460	3149
ENSMUSG00000033904	10221	9499	11394	9097	7455	10298	9952	12207	15316	17197	4916	18357	10682	17597	5978
ENSMUSG00000091159	13	10	18	31	7	12	8	4	33	36	2	23	13	26	3
ENSMUSG00000091152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091153	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000091154	5	49	25	38	6	29	16	24	26	26	6	15	36	32	12
ENSMUSG00000087850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033900	15574	18482	21487	16997	11396	15584	11495	14757	15588	20823	10731	15526	13899	16343	8720
ENSMUSG00000091155	46	87	103	81	51	81	111	67	110	123	38	84	59	56	22
ENSMUSG00000033909	8544	8856	10011	12001	5943	7663	8059	8419	8328	12294	5719	9520	8999	9016	5130
ENSMUSG00000024008	20487	24060	25796	29072	13448	16760	16624	12238	12716	22562	18148	19819	18107	12491	12704
ENSMUSG00000033906	1200	1494	1620	1641	921	1353	1047	1127	1525	1730	951	1466	1261	1288	795
ENSMUSG00000043219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024002	19454	20889	21892	24804	12688	16554	16040	16895	17310	24531	14050	20802	18636	19315	13365
ENSMUSG00000024006	7677	7109	9183	10328	4943	6413	7185	6441	7958	10952	5001	9446	7087	8208	4199
ENSMUSG00000070568	21	21	50	29	41	45	36	26	33	92	12	14	22	9	15
ENSMUSG00000024007	2142	2269	2538	2957	1474	1983	1755	2060	2243	2731	1520	2507	1854	1954	1460
ENSMUSG00000087853	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070564	1054	408	1144	603	889	647	883	2097	1246	1422	523	1061	1660	1803	869
ENSMUSG00000091150	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070565	17187	21442	26482	19580	13472	19179	13257	17240	18498	25782	12870	17548	16118	19199	9798
ENSMUSG00000087857	0	3	0	3	0	3	10	4	1	9	3	4	0	2	0
ENSMUSG00000070563	0	0	1	0	0	0	2	0	4	2	4	1	0	0	0
ENSMUSG00000087859	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070561	9898	8867	11684	9784	7641	9158	8001	11246	8456	12503	6516	9014	8846	9935	6697
ENSMUSG00000087876	5	3	14	15	3	11	6	1	11	0	4	10	0	10	1
ENSMUSG00000087877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043190	1024	1006	1433	1083	869	1085	752	1198	1355	1667	744	1318	1038	1143	672
ENSMUSG00000087874	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000031780	137	146	172	156	111	121	107	140	69	128	83	162	116	160	73
ENSMUSG00000087875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036533	2147	2196	2422	2392	1243	2016	1763	1719	2199	2543	1400	2306	1646	1689	1335
ENSMUSG00000031782	9201	8644	10514	10713	6276	8597	7429	9125	8905	12053	6204	9856	8662	8369	6318
ENSMUSG00000036534	5768	6616	7408	9392	4120	5956	5618	5660	6105	9085	4915	7213	5795	6517	4617
ENSMUSG00000031781	9356	11561	11344	11965	6496	8668	8030	8299	8514	12499	6848	9694	8717	8715	5652
ENSMUSG00000087878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087879	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSMUSG00000031783	5875	5748	7133	7010	4069	5212	4987	5768	5403	7635	4128	6543	5750	5983	3917
ENSMUSG00000043192	410	605	573	753	313	402	461	502	549	860	485	622	646	444	361
ENSMUSG00000064349	77	74	70	114	30	53	103	52	68	82	68	69	61	65	38
ENSMUSG00000041057	3596	3783	4789	4544	2510	3199	3176	3420	4048	5564	2260	4498	3544	4077	2215
ENSMUSG00000064346	1	3	3	5	0	0	0	0	1	0	0	1	0	2	1
ENSMUSG00000064345	850581	741817	916193	1079838	443449	668777	681060	555211	677547	911919	535086	790424	594630	590745	449177
ENSMUSG00000041052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064348	252	260	295	345	141	169	221	184	210	279	200	265	224	203	102
ENSMUSG00000064347	2	0	2	2	0	0	1	3	0	4	1	0	1	1	0
ENSMUSG00000064341	1133092	958899	1234273	1426424	634179	893973	947275	821665	904415	1290281	726613	1081805	822261	802494	615903
ENSMUSG00000064342	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSMUSG00000064343	1	2	1	2	5	1	1	1	2	1	1	0	2	0	2
ENSMUSG00000064344	1	0	0	3	0	2	1	4	2	5	4	0	4	5	1
ENSMUSG00000041058	6722	5689	7273	6054	4545	6198	4762	6925	7212	9131	3648	7713	6447	7707	3741
ENSMUSG00000064340	6	6	9	15	5	4	8	1	7	11	6	8	5	10	2
ENSMUSG00000031785	9252	12213	11652	18006	5694	8372	10235	6461	10558	14558	7735	14212	7642	11816	6064
ENSMUSG00000036537	823	719	893	970	450	713	612	684	765	943	514	772	684	645	488
ENSMUSG00000031786	51	97	138	149	45	68	186	505	5613	108	67	228	33	130	49
ENSMUSG00000031787	7108	7655	8461	9809	5035	6703	6161	6418	6719	9657	5707	7894	6684	6966	4704
ENSMUSG00000031788	8616	10267	10047	14286	6273	7721	8539	7514	7853	11505	6260	9569	7727	7574	5954
ENSMUSG00000087873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031789	33	39	57	72	8	46	19	9	25	30	39	58	29	18	22
ENSMUSG00000087872	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000087871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031791	18097	21614	22643	26118	12978	17324	15294	15716	16788	22821	13055	18244	16181	15330	12419
ENSMUSG00000087864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031790	3021	2452	2379	3817	1471	2565	2336	2723	4181	3705	1709	3093	2330	2259	1695
ENSMUSG00000087867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036545	1359	1580	1922	2298	624	1015	1108	853	1801	1246	486	2333	1328	1982	820
ENSMUSG00000031792	1316	1269	1508	1802	905	1124	1082	1251	1420	1989	933	1537	1199	1142	830
ENSMUSG00000043183	2804	3131	3558	3314	2003	2989	2285	2734	3328	4531	1995	3190	2365	3257	1647
ENSMUSG00000041046	1197	2322	2088	4367	1238	1499	1769	1033	2361	2359	914	2033	1640	1484	921
ENSMUSG00000043186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064339	686577	778560	884352	1086502	387862	559652	680624	564988	609239	919871	494597	780227	552380	602401	420720
ENSMUSG00000041044	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0
ENSMUSG00000064338	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000064337	465542	491123	583153	676341	258937	366968	456869	395356	395540	597668	330102	503617	377972	388488	299612
ENSMUSG00000064336	7	12	17	6	3	7	4	1	8	1	13	5	5	10	5
ENSMUSG00000041040	9735	12180	13497	12586	7910	10576	8800	9977	11374	15270	7460	12373	9399	11203	6134
ENSMUSG00000064334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064330	17	28	45	70	19	39	20	21	28	58	21	34	25	25	9
ENSMUSG00000031799	4924	4729	5113	5891	2325	3618	3481	3433	4518	5974	2776	6057	4358	4746	2304
ENSMUSG00000031796	4309	4877	5338	5787	3224	4049	3512	3498	4422	5566	3223	4943	4083	3910	2804
ENSMUSG00000087860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036555	7794	9389	9634	13775	4967	7035	8014	6591	8130	11334	6289	9327	7168	7959	5237
ENSMUSG00000031760	20943	22834	24151	33274	12785	17819	18627	19019	24659	32259	15889	31808	23183	21942	13787
ENSMUSG00000087009	25	20	34	34	10	22	17	25	16	32	20	9	29	7	15
ENSMUSG00000036557	18	0	11	5	4	6	8	2	15	6	2	1	7	8	5
